Client_ID,Auto_Insurance_Contract,Health_Insurance_Contract,Home_Insurance_Contract,Life_Insurance_Contract,Coverage_Amount,Contract_Duration_Years,Assurance_Cost_Per_Month,Creditworthiness,Claims_History_Count,Last_Reported_Claim_Type,Last_Reported_Claim_Date,Last_Claim_Resolution_Type,Claim_Rate,Customer_Tenure_Years,Is_Premium_Client,Health_History,Risk_Profile,Recent_Life_Event,Recent_Life_Event_Date,Age,Annual_Income,Employment_Status,Has_Kids,Homeownership_Status,Type_of_Housing,Has_Car,Location,Primary_Transportation_Mode,Last_Interaction_Date,Last_Contract_Change_Date
7630,0,1,0,0,42786,3,891,Good,0,Damage,04/02/2024,,,3,False,Fragile,High,,,44,70828,Unemployed,True,Own,Apartment,False,Urban,Car,21/03/2024,383
7631,1,0,1,1,46680,3,775,Poor,3,Accident,27/11/2024,Standard,0.01,9,True,Unknown,Poor,Job Change,06/02/2023,33,70332,Unemployed,True,Rent,Single-family home,True,Urban,Car,26/02/2025,75
7632,1,0,1,1,82260,1,900,Good,4,Accident,24/10/2024,Conflicting,0.57,6,False,Medium,Poor,New Baby,23/10/2024,55,71972,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,09/04/2023,326
7633,1,0,1,1,15015,3,219,Excellent,0,Accident,31/07/2023,,,3,True,Unknown,Poor,Marriage,06/06/2024,24,1115710,Unemployed,True,Rent,Single-family home,True,Suburban,Public transportation,26/02/2024,249
7634,1,1,1,0,33014,6,287,Average,0,Accident,09/08/2024,,,9,False,Fragile,High,,,61,73624,Unemployed,True,Own,Single-family home,True,Suburban,Car,30/08/2023,282
7635,1,1,0,0,51569,3,317,Poor,1,Accident,14/09/2024,Standard,0.67,8,False,Medium,Poor,New Baby,13/10/2023,40,395367,Unemployed,False,Rent,Townhouse,False,Suburban,Car,22/04/2023,351
7636,0,1,1,0,58581,1,200,Poor,1,Damage,08/02/2025,Standard,0.42,1,True,Fragile,Poor,Moved,15/09/2024,58,3943027,Unemployed,True,Own,Apartment,False,Urban,Public transportation,29/05/2024,397
7637,1,1,1,0,60601,5,296,Good,2,Accident,04/02/2025,Conflicting,0.11,5,False,Medium,High,New Baby,16/11/2024,28,811885,Unemployed,True,Own,Apartment,False,Urban,Biking,09/06/2023,365
7638,0,1,1,1,39466,5,164,Average,3,Damage,17/06/2023,Fast,0.23,5,False,Fragile,Poor,Marriage,29/11/2024,59,67898,Unemployed,True,Own,Apartment,True,Urban,Car,20/02/2024,252
7639,0,1,1,0,92790,2,143,Poor,2,Damage,01/11/2024,Fast,0.97,2,False,Unknown,Medium,,,70,66512,Unemployed,True,Own,Single-family home,False,Urban,Car,07/05/2023,426
7640,1,1,0,1,10148,6,797,Poor,2,Accident,25/11/2023,Fast,0.43,17,False,Unknown,Poor,Marriage,14/10/2024,50,9603425,Unemployed,True,Own,Apartment,True,Suburban,Public transportation,23/08/2024,390
7641,1,1,0,0,52469,6,778,Poor,1,Accident,20/04/2023,Standard,0.16,6,False,Medium,Poor,Moved,16/02/2024,67,563449,Unemployed,True,Rent,Single-family home,False,Urban,Public transportation,13/08/2023,440
7642,1,1,1,0,83939,0,194,Excellent,3,Accident,01/07/2023,Standard,0.2,0,False,Unknown,Poor,Job Change,22/01/2024,53,5564552,Unemployed,True,Rent,Townhouse,True,Rural,Walking,28/11/2024,285
7643,1,1,0,1,45762,2,801,Poor,4,Accident,14/03/2025,Fast,0.8,2,False,Good,High,Marriage,20/08/2023,54,67922,Unemployed,True,Own,Apartment,False,Suburban,Car,03/05/2024,205
7644,0,1,0,1,86477,1,673,Poor,2,Damage,12/03/2025,Fast,0.8,1,False,Good,Medium,Moved,26/06/2023,58,66994,Unemployed,False,Own,Apartment,True,Suburban,Public transportation,26/03/2025,202
7645,1,0,1,0,89578,2,661,Good,3,Accident,08/08/2024,Conflicting,0.95,15,False,Unknown,High,New Baby,08/06/2024,34,69040,Unemployed,True,Own,Apartment,True,Urban,Walking,16/03/2024,218
7646,1,1,0,0,98723,3,472,Excellent,1,Accident,28/09/2024,Conflicting,0.08,5,False,Unknown,Medium,Moved,01/09/2024,52,65464,Unemployed,True,Own,Apartment,False,Suburban,Public transportation,01/03/2024,318
7647,0,0,1,1,46148,3,822,Average,1,Theft,20/11/2023,Conflicting,0.01,8,False,Fragile,Medium,,,65,72390,Unemployed,True,Rent,Townhouse,True,Rural,Public transportation,02/07/2025,502
7648,0,1,1,1,82306,3,988,Excellent,4,Damage,28/07/2024,Standard,0.03,3,True,Good,High,,,22,68386,Unemployed,True,Own,Single-family home,True,Suburban,Biking,23/10/2024,302
7649,0,0,0,1,29694,1,365,Poor,1,,,Conflicting,0.66,1,False,Medium,Medium,Moved,21/07/2024,65,184302,Unemployed,False,Rent,Single-family home,True,Urban,Public transportation,17/12/2024,233
7650,1,1,1,0,11573,7,952,Average,0,Accident,24/02/2024,,,8,False,Medium,Medium,Moved,16/11/2024,49,72346,Unemployed,True,Own,Apartment,True,Urban,Public transportation,20/01/2025,261
7651,1,1,1,0,79456,1,101,Excellent,1,Accident,09/10/2024,Conflicting,0.25,1,False,Fragile,Medium,,,20,59250,Unemployed,True,Rent,Apartment,True,Urban,Public transportation,04/07/2023,307
7652,0,0,1,0,66691,7,828,Good,2,Theft,01/07/2024,Standard,0.81,7,False,Fragile,High,,,69,74378,Unemployed,True,Rent,Apartment,False,Rural,Public transportation,13/03/2025,257
7653,0,1,0,0,92709,0,901,Excellent,3,Damage,09/12/2023,Standard,0.65,0,False,Medium,Medium,,,64,73264,Unemployed,True,Own,Single-family home,False,Rural,Biking,21/09/2023,424
7654,1,1,0,0,69815,1,275,Good,1,Accident,17/10/2024,Fast,0.51,4,False,Good,Medium,Moved,29/02/2024,52,47314,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,07/02/2023,354
7655,1,0,1,0,17132,1,973,Good,3,Accident,05/01/2024,Standard,0.79,19,True,Medium,High,,,69,445146,Unemployed,True,Rent,Single-family home,True,Suburban,Car,07/05/2024,370
7656,0,1,0,0,18263,5,430,Poor,3,Damage,10/04/2023,Fast,0.53,11,False,Good,High,New Baby,24/07/2024,31,2712402,Unemployed,True,Own,Apartment,False,Rural,Car,01/08/2024,232
7657,1,0,1,0,28717,1,516,Average,4,Accident,21/05/2024,Conflicting,0.87,2,False,Unknown,Poor,,,65,71150,Unemployed,True,Own,Single-family home,False,Urban,Car,08/11/2023,190
7658,0,1,0,1,87286,4,840,Poor,1,Damage,07/10/2024,Fast,0.78,4,False,Unknown,High,Job Change,01/05/2025,48,69548,Unemployed,False,Own,Apartment,True,Urban,Biking,12/02/2024,177
7659,0,1,0,1,32550,3,731,Average,1,Damage,25/08/2024,Fast,0.6,9,False,Fragile,High,Job Change,07/04/2023,48,65170,Unemployed,True,Own,Apartment,True,Urban,Walking,13/08/2023,292
7660,0,0,0,1,91956,5,704,Poor,1,,,Standard,0.81,9,False,Unknown,Medium,Marriage,09/09/2023,34,68572,Unemployed,True,Rent,Townhouse,True,Suburban,Car,05/12/2023,230
7661,1,1,1,0,36678,8,918,Average,1,Accident,06/02/2025,Fast,0.22,13,False,Fragile,Poor,Marriage,13/05/2024,41,67062,Unemployed,False,Rent,Townhouse,False,Urban,Car,01/10/2024,413
7662,0,0,1,1,19583,1,160,Average,4,Theft,18/06/2023,Conflicting,0.2,1,False,Unknown,Poor,Moved,08/08/2023,69,72020,Unemployed,True,Rent,Single-family home,False,Suburban,Car,25/08/2024,242
7663,1,0,0,0,83140,5,152,Good,1,Accident,01/03/2025,Standard,0.06,5,False,Unknown,High,Job Change,11/02/2024,40,73514,Unemployed,True,Own,Townhouse,True,Urban,Biking,29/04/2023,368
7664,1,0,1,0,33436,1,915,Good,0,Accident,06/07/2023,,,3,False,Fragile,High,Moved,19/05/2024,35,69414,Unemployed,True,Own,Single-family home,False,Urban,Biking,22/03/2024,415
7665,1,0,0,0,33687,7,491,Excellent,1,Accident,02/09/2024,Standard,0.84,8,False,Unknown,Poor,,,67,51020,Unemployed,True,Rent,Apartment,False,Urban,Public transportation,09/11/2023,146
7666,0,1,0,0,64928,2,956,Average,3,Damage,17/03/2025,Fast,0.52,2,False,Good,Medium,Job Change,29/04/2023,31,68944,Unemployed,False,Own,Townhouse,True,Urban,Car,30/07/2024,423
7667,0,0,0,1,13991,1,585,Poor,2,,,Conflicting,0.83,10,True,Medium,Medium,,,67,74654,Unemployed,False,Own,Apartment,False,Urban,Biking,15/12/2023,313
7668,1,0,0,0,44263,5,755,Good,1,Accident,01/05/2024,Conflicting,0.71,7,False,Good,High,Job Change,08/01/2023,32,67898,Unemployed,True,Own,Townhouse,True,Urban,Car,11/04/2024,321
7669,1,1,0,1,15909,1,919,Excellent,3,Accident,10/07/2024,Standard,0.97,12,False,Unknown,Poor,Moved,10/06/2024,32,65050,Unemployed,True,Rent,Single-family home,True,Urban,Car,28/12/2023,332
7670,0,1,1,1,63270,4,828,Average,2,Damage,07/09/2024,Conflicting,0.55,4,False,Fragile,Poor,New Baby,24/06/2023,23,70776,Unemployed,True,Rent,Apartment,False,Urban,Car,02/12/2024,319
7671,0,0,0,1,40236,6,187,Good,1,,,Fast,0.98,6,False,Medium,Poor,,,44,69992,Unemployed,True,Own,Apartment,False,Urban,Public transportation,22/09/2023,398
7672,1,1,0,0,54720,3,613,Good,3,Accident,06/10/2024,Standard,0.16,3,False,Unknown,Medium,Moved,28/06/2024,32,347398,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,02/09/2024,496
7673,1,0,1,0,63364,1,199,Excellent,1,Accident,24/12/2023,Fast,0.8,1,False,Fragile,Poor,Moved,03/11/2025,67,71058,Unemployed,False,Rent,Single-family home,False,Urban,Car,12/04/2023,221
7674,1,1,1,0,10606,2,767,Average,0,Accident,10/07/2024,,,4,False,Unknown,Poor,Marriage,20/02/2025,53,37497,Unemployed,True,Own,Single-family home,True,Urban,Biking,26/02/2024,413
7675,1,1,1,0,80551,1,714,Poor,0,Accident,22/07/2024,,,1,False,Medium,Medium,New Baby,31/08/2024,25,74104,Unemployed,True,Own,Single-family home,False,Suburban,Public transportation,24/04/2023,215
7676,1,1,1,0,94893,1,145,Excellent,4,Accident,12/09/2024,Standard,0.15,8,False,Unknown,Poor,New Baby,18/04/2023,32,1350326,Unemployed,False,Rent,Single-family home,False,Urban,Biking,29/08/2024,319
7677,0,1,0,0,68438,0,992,Poor,4,Damage,17/10/2023,Conflicting,0.69,0,False,Good,Poor,Job Change,25/12/2024,20,67310,Unemployed,False,Own,Apartment,False,Urban,Car,24/10/2024,390
7678,0,1,1,0,43406,1,534,Good,3,Damage,23/12/2024,Standard,0.86,1,True,Unknown,High,,,64,52744,Unemployed,True,Own,Single-family home,True,Rural,Walking,03/08/2024,164
7679,0,1,0,0,35205,6,504,Excellent,0,Damage,11/02/2025,,,6,False,Medium,Poor,Moved,10/10/2023,30,71028,Unemployed,False,Own,Townhouse,True,Suburban,Car,10/01/2024,371
7680,0,1,1,0,83225,1,333,Average,2,Damage,17/01/2024,Standard,0.86,8,False,Medium,High,Job Change,26/01/2025,58,65660,Unemployed,True,Own,Apartment,True,Urban,Public transportation,06/09/2023,97
7681,0,0,0,1,88787,2,191,Average,0,,,,,14,False,Fragile,High,Marriage,26/03/2024,51,65724,Unemployed,False,Own,Single-family home,True,Urban,Public transportation,11/08/2023,305
7682,1,0,0,1,28241,8,461,Average,2,Accident,12/05/2024,Fast,0.62,9,False,Fragile,High,Job Change,22/08/2024,41,3344838,Unemployed,True,Own,Apartment,True,Suburban,Biking,07/03/2024,406
7683,1,1,0,1,77354,2,626,Average,2,Accident,12/03/2024,Standard,0.99,2,False,Good,High,Moved,02/07/2025,57,66618,Unemployed,True,Rent,Apartment,True,Suburban,Public transportation,02/02/2024,71
7684,0,0,0,1,29958,8,507,Average,4,,,Conflicting,0.88,11,False,Unknown,High,Marriage,28/04/2024,49,97570,Unemployed,True,Rent,Single-family home,False,Urban,Car,20/01/2025,335
7685,1,1,0,1,45303,6,961,Average,0,Accident,21/06/2023,,,6,False,Unknown,Medium,Moved,16/05/2023,49,71478,Unemployed,True,Rent,Single-family home,False,Urban,Car,18/05/2024,425
7686,1,0,0,1,53161,1,249,Average,1,Accident,14/03/2025,Standard,0.48,13,False,Fragile,Medium,Moved,02/07/2024,47,1013122,Unemployed,True,Rent,Apartment,False,Urban,Car,08/08/2024,332
7687,1,1,0,0,18339,3,321,Average,0,Accident,25/07/2023,,,18,False,Unknown,Poor,,,69,136524,Unemployed,True,Rent,Apartment,False,Urban,Car,20/11/2023,307
7688,1,0,0,1,90022,8,623,Average,2,Accident,19/02/2024,Fast,0.11,8,False,Unknown,Medium,,,66,70368,Unemployed,False,Rent,Single-family home,True,Rural,Car,26/05/2023,57
7689,1,1,0,1,52946,2,199,Good,4,Accident,31/08/2023,Standard,0.35,9,False,Medium,Medium,Moved,13/02/2024,30,74610,Unemployed,True,Own,Apartment,True,Urban,Car,17/07/2024,356
7690,0,0,1,0,28250,0,816,Average,2,Theft,03/11/2023,Standard,0.84,0,False,Unknown,Poor,Moved,30/03/2025,18,205486,Unemployed,False,Rent,Apartment,False,Urban,Biking,14/06/2024,216
7691,0,1,1,0,18349,6,326,Poor,3,Damage,24/06/2024,Conflicting,0.67,9,False,Good,Medium,New Baby,07/11/2024,51,143978,Unemployed,True,Rent,Apartment,True,Rural,Biking,17/05/2023,221
7692,0,0,1,1,77801,8,786,Good,2,Theft,26/08/2023,Standard,0.7,8,False,Fragile,Poor,Marriage,26/11/2023,32,69302,Unemployed,True,Rent,Townhouse,True,Urban,Public transportation,06/09/2023,255
7693,1,1,1,0,54570,2,483,Poor,4,Accident,15/09/2024,Standard,0.94,12,False,Medium,Poor,,,61,69684,Unemployed,True,Own,Single-family home,False,Urban,Walking,24/09/2024,258
7694,0,1,1,0,75468,0,159,Average,3,Damage,04/09/2024,Conflicting,0.34,0,False,Good,Medium,Marriage,01/06/2024,31,72310,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,11/07/2024,337
7695,0,1,1,0,51744,8,713,Poor,2,Damage,23/09/2023,Conflicting,0.85,8,False,Good,High,Moved,22/04/2023,46,71830,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,15/09/2024,443
7696,0,0,1,1,44161,2,753,Excellent,4,Theft,09/11/2024,Conflicting,0.41,7,False,Fragile,Poor,Marriage,24/11/2024,51,107148,Unemployed,True,Own,Apartment,True,Suburban,Walking,21/05/2024,332
7697,0,1,0,0,10515,0,283,Excellent,4,Damage,30/07/2023,Conflicting,0.42,0,False,Unknown,Poor,,,35,65358,Unemployed,True,Own,Apartment,True,Urban,Public transportation,18/08/2023,456
7698,0,1,1,0,92372,5,609,Average,0,Damage,08/04/2023,,,5,False,Good,Medium,New Baby,04/02/2025,24,713811,Unemployed,True,Rent,Single-family home,False,Urban,Public transportation,01/03/2025,271
7699,0,1,1,0,63355,8,622,Good,4,Damage,08/03/2024,Conflicting,0.2,9,False,Fragile,Medium,Moved,20/08/2024,46,66796,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,22/04/2023,214
7700,0,1,1,0,34493,3,582,Good,2,Damage,23/08/2023,Conflicting,0.49,14,False,Fragile,Medium,Marriage,21/11/2024,48,66342,Unemployed,True,Own,Single-family home,False,Suburban,Public transportation,13/08/2023,442
7701,0,1,1,1,16035,6,292,Excellent,2,Damage,24/11/2023,Fast,0.66,6,False,Medium,High,Job Change,20/11/2024,42,66016,Unemployed,False,Own,Apartment,True,Urban,Public transportation,23/09/2023,520
7702,0,0,0,1,11389,2,906,Poor,3,,,Conflicting,0.48,8,False,Unknown,Medium,New Baby,03/09/2024,55,1256492,Unemployed,True,Rent,Apartment,True,Urban,Walking,25/07/2023,252
7703,1,0,1,1,22702,6,587,Average,3,Accident,01/06/2023,Fast,0.94,6,False,Unknown,Poor,Job Change,20/10/2023,31,231465,Unemployed,True,Rent,Apartment,False,Suburban,Biking,30/11/2023,305
7704,1,0,0,0,26742,3,177,Average,0,Accident,18/04/2023,,,3,False,Medium,Poor,New Baby,17/02/2025,25,985324,Unemployed,True,Own,Single-family home,True,Rural,Walking,26/04/2024,407
7705,0,0,0,1,46445,3,715,Excellent,4,,,Fast,0.11,3,True,Fragile,High,New Baby,14/11/2024,44,70906,Unemployed,True,Own,Apartment,False,Suburban,Public transportation,20/05/2023,394
7706,0,1,1,0,68179,0,593,Poor,2,Damage,15/11/2023,Standard,0.1,0,False,Fragile,Medium,New Baby,31/08/2023,19,319159,Unemployed,True,Rent,Single-family home,False,Urban,Biking,25/07/2023,328
7707,0,1,0,0,98727,2,904,Average,1,Damage,24/08/2024,Fast,0.54,7,False,Good,Poor,Job Change,05/06/2024,34,2879960,Unemployed,True,Rent,Apartment,False,Urban,Public transportation,18/03/2024,120
7708,1,1,1,0,51646,0,834,Poor,1,Accident,08/01/2024,Fast,0.38,0,False,Medium,Poor,Job Change,07/01/2024,54,73646,Unemployed,True,Own,Single-family home,True,Urban,Walking,11/01/2023,206
7709,1,1,0,1,99193,3,591,Excellent,4,Accident,06/10/2023,Standard,0.74,5,False,Medium,High,,,31,59294,Unemployed,True,Rent,Apartment,True,Suburban,Public transportation,09/09/2024,245
7710,1,0,0,0,82411,4,231,Good,1,Accident,02/08/2024,Standard,0.84,7,False,Unknown,Medium,Job Change,17/04/2023,42,44707,Unemployed,True,Rent,Single-family home,False,Suburban,Car,05/08/2023,229
7711,0,0,1,1,58917,0,488,Good,4,Theft,30/10/2023,Fast,0.06,0,False,Unknown,Poor,New Baby,10/09/2023,47,73498,Unemployed,True,Own,Apartment,True,Rural,Public transportation,12/09/2023,366
7712,1,0,1,0,14678,5,380,Poor,0,Accident,15/08/2023,,,12,False,Good,Poor,,,46,67232,Unemployed,True,Rent,Apartment,False,Suburban,Public transportation,26/05/2023,431
7713,0,0,1,0,63486,1,325,Poor,4,Theft,06/04/2024,Standard,0.09,17,False,Good,Poor,New Baby,27/04/2024,37,73842,Unemployed,True,Own,Apartment,False,Urban,Public transportation,14/07/2024,227
7714,0,1,1,0,29943,2,628,Excellent,1,Damage,26/12/2024,Standard,0.6,8,True,Fragile,Medium,Marriage,26/12/2023,38,3628524,Unemployed,True,Rent,Apartment,False,Suburban,Public transportation,22/11/2024,308
7715,1,0,1,0,33329,2,645,Excellent,4,Accident,19/06/2024,Conflicting,0.32,8,False,Good,Poor,Moved,10/06/2023,70,193609,Unemployed,True,Rent,Apartment,True,Suburban,Car,03/07/2025,212
7716,0,0,1,0,60338,8,391,Excellent,1,Theft,20/12/2024,Fast,0.7,12,True,Medium,High,New Baby,17/07/2024,39,61075,Unemployed,True,Rent,Single-family home,False,Suburban,Biking,08/09/2024,289
7717,1,0,1,0,65907,1,798,Good,0,Accident,14/03/2024,,,1,True,Unknown,High,Job Change,07/01/2024,52,67028,Unemployed,True,Own,Apartment,False,Rural,Public transportation,04/09/2024,183
7718,1,1,1,0,42591,0,537,Average,0,Accident,17/10/2023,,,0,False,Medium,Medium,Marriage,22/02/2024,54,69912,Unemployed,False,Own,Single-family home,True,Urban,Car,14/09/2023,304
7719,0,1,1,1,44109,1,969,Average,2,Damage,03/09/2023,Standard,0.13,1,False,Fragile,High,New Baby,19/05/2023,33,66718,Unemployed,True,Own,Townhouse,False,Urban,Car,26/10/2023,342
7720,1,0,0,0,51473,7,977,Poor,2,Accident,03/06/2023,Standard,0.64,16,False,Unknown,High,,,67,70250,Unemployed,True,Rent,Apartment,False,Urban,Biking,05/07/2024,214
7721,1,1,0,1,18600,5,869,Good,2,Accident,07/11/2024,Fast,0.46,12,False,Fragile,Poor,,,66,323040,Unemployed,True,Rent,Single-family home,True,Urban,Public transportation,18/06/2023,346
7722,0,1,0,0,51169,4,977,Poor,3,Damage,12/02/2025,Fast,0.52,7,False,Unknown,High,Job Change,02/03/2024,60,1191341,Unemployed,False,Rent,Townhouse,False,Urban,Public transportation,25/12/2024,321
7723,1,0,1,1,68368,3,494,Average,0,Accident,23/08/2023,,,3,True,Fragile,Medium,Marriage,26/07/2023,34,85690,Unemployed,True,Rent,Single-family home,True,Rural,Car,08/06/2024,229
7724,0,1,0,0,22870,4,237,Excellent,1,Damage,12/01/2025,Standard,0.93,13,False,Good,Poor,Moved,25/11/2024,33,69200,Unemployed,True,Own,Townhouse,True,Rural,Public transportation,08/02/2024,282
7725,0,0,1,0,82289,0,174,Good,0,Theft,08/09/2023,,,0,False,Medium,Medium,New Baby,22/06/2023,19,2074060,Unemployed,True,Rent,Single-family home,False,Suburban,Biking,22/05/2024,127
7726,0,1,1,1,47002,0,776,Average,4,Damage,21/05/2023,Conflicting,0.14,0,False,Unknown,Medium,New Baby,29/10/2023,21,282633,Unemployed,True,Rent,Apartment,True,Urban,Car,10/07/2024,190
7727,1,0,0,0,81281,3,566,Poor,3,Accident,16/10/2024,Fast,0.6,3,False,Good,Medium,New Baby,30/01/2025,38,73332,Unemployed,True,Own,Single-family home,False,Urban,Car,18/09/2024,415
7728,1,1,0,1,52457,1,353,Good,4,Accident,16/09/2024,Fast,0.22,1,False,Fragile,Poor,,,56,73052,Unemployed,True,Rent,Apartment,False,Urban,Public transportation,02/12/2025,239
7729,1,1,0,0,69380,3,940,Good,3,Accident,20/12/2023,Fast,0.95,3,False,Medium,Medium,Moved,21/03/2025,51,1804765,Unemployed,True,Own,Single-family home,True,Urban,Biking,01/03/2025,293
7730,0,0,0,1,86759,7,570,Poor,4,,,Fast,0.62,9,False,Fragile,Medium,,,47,5177851,Unemployed,True,Own,Single-family home,True,Urban,Car,31/12/2023,350
7731,1,0,0,1,87575,4,686,Average,0,Accident,21/02/2025,,,4,False,Unknown,Medium,,,23,2320130,Unemployed,True,Own,Townhouse,False,Suburban,Car,09/05/2024,327
7732,1,0,0,0,96699,1,816,Poor,1,Accident,26/06/2023,Standard,0.37,1,False,Medium,High,New Baby,10/06/2024,34,4872748,Unemployed,True,Rent,Single-family home,False,Urban,Car,27/03/2025,136
7733,0,1,0,0,40383,6,373,Good,4,Damage,13/04/2023,Conflicting,0.91,16,False,Good,Poor,Moved,06/11/2024,56,66624,Unemployed,True,Rent,Apartment,False,Urban,Car,06/10/2024,268
7734,1,0,0,0,18564,5,695,Poor,1,Accident,07/03/2024,Fast,0.54,5,False,Unknown,Poor,Job Change,16/08/2023,42,69530,Unemployed,True,Own,Single-family home,True,Urban,Car,21/09/2024,358
7735,1,1,0,0,62976,2,861,Good,1,Accident,22/11/2023,Standard,0.96,2,False,Medium,Medium,Marriage,05/04/2023,22,65702,Unemployed,True,Rent,Single-family home,False,Rural,Car,16/05/2024,257
7736,0,0,1,0,74874,2,668,Good,0,Theft,03/04/2025,,,2,False,Fragile,High,New Baby,22/02/2024,22,1298914,Unemployed,True,Own,Apartment,True,Suburban,Biking,25/04/2023,285
7737,1,0,1,0,40400,1,310,Average,4,Accident,30/10/2023,Standard,0.99,11,False,Good,Poor,Job Change,06/06/2023,37,73216,Unemployed,True,Own,Single-family home,False,Rural,Public transportation,26/04/2024,322
7738,0,0,1,0,13218,1,930,Poor,3,Theft,24/01/2024,Fast,0.34,1,True,Good,High,New Baby,12/01/2024,33,73766,Unemployed,True,Own,Single-family home,True,Suburban,Car,09/04/2023,242
7739,1,0,1,0,90846,0,853,Average,1,Accident,17/09/2023,Conflicting,0.78,0,False,Good,Medium,,,68,73714,Unemployed,True,Own,Townhouse,True,Urban,Car,20/05/2023,343
7740,1,0,0,1,80690,1,364,Good,1,Accident,06/09/2023,Standard,0.39,8,False,Unknown,Medium,,,58,69954,Unemployed,True,Rent,Single-family home,False,Rural,Walking,11/01/2024,439
7741,0,0,1,1,51939,7,983,Excellent,2,Theft,14/03/2024,Conflicting,0.76,7,False,Fragile,Medium,New Baby,02/08/2025,54,72168,Unemployed,True,Own,Apartment,True,Urban,Public transportation,21/01/2025,265
7742,1,1,1,0,25663,2,555,Good,0,Accident,21/04/2024,,,3,False,Medium,High,,,57,74812,Unemployed,True,Own,Townhouse,False,Urban,Car,05/07/2023,496
7743,1,1,0,1,54912,4,832,Poor,0,Accident,01/02/2025,,,4,False,Unknown,High,Moved,20/02/2025,26,652099,Unemployed,True,Own,Single-family home,True,Urban,Car,13/01/2025,105
7744,0,1,1,1,86404,3,772,Excellent,3,Damage,02/03/2025,Standard,0.65,3,False,Good,High,Moved,14/08/2023,22,1883778,Unemployed,True,Own,Single-family home,True,Suburban,Car,23/01/2024,118
7745,0,1,1,1,58307,2,538,Good,0,Damage,21/10/2023,,,14,False,Unknown,Poor,Job Change,09/08/2024,59,66324,Unemployed,True,Rent,Apartment,False,Rural,Biking,12/10/2023,139
7746,1,1,0,1,82008,0,681,Average,3,Accident,22/03/2025,Conflicting,0.13,0,False,Medium,High,Job Change,09/10/2023,19,72198,Unemployed,False,Own,Apartment,False,Urban,Biking,21/03/2024,348
7747,1,0,1,1,94233,1,270,Average,3,Accident,07/06/2024,Standard,0.21,7,False,Fragile,High,New Baby,10/03/2024,26,143006,Unemployed,True,Own,Townhouse,True,Urban,Car,16/03/2025,474
7748,0,0,0,1,17904,1,155,Excellent,2,,,Fast,0.18,4,False,Medium,Poor,,,60,73802,Unemployed,False,Rent,Apartment,False,Suburban,Car,20/03/2024,229
7749,1,1,0,1,90000,4,471,Excellent,2,Accident,26/07/2023,Fast,0.17,8,False,Good,Medium,Marriage,01/10/2025,53,74290,Unemployed,True,Own,Apartment,False,Urban,Biking,22/09/2024,216
7750,0,1,0,0,24932,1,450,Excellent,1,Damage,07/05/2023,Standard,0.05,1,False,Medium,High,,,39,68088,Unemployed,True,Rent,Apartment,False,Suburban,Car,07/10/2024,339
7751,1,1,1,0,95538,2,852,Poor,1,Accident,08/06/2024,Standard,0.06,11,False,Unknown,High,Marriage,10/11/2023,39,73438,Unemployed,True,Own,Apartment,False,Urban,Public transportation,22/08/2023,128
7752,1,0,0,1,47323,1,340,Excellent,3,Accident,08/07/2023,Standard,0.42,1,False,Medium,Poor,Moved,14/09/2024,39,68824,Unemployed,True,Own,Single-family home,True,Urban,Walking,30/12/2023,415
7753,1,1,1,0,27799,4,513,Good,0,Accident,12/05/2023,,,14,False,Good,High,Job Change,12/06/2024,51,69836,Unemployed,True,Own,Single-family home,False,Urban,Public transportation,13/07/2023,298
7754,1,0,1,1,29934,4,595,Excellent,0,Accident,20/02/2024,,,4,False,Good,High,Marriage,23/01/2024,46,70996,Unemployed,True,Own,Single-family home,True,Urban,Public transportation,02/01/2025,361
7755,1,0,0,1,69872,3,287,Good,4,Accident,09/08/2024,Fast,0.6,6,False,Medium,Poor,New Baby,04/03/2024,55,653868,Unemployed,True,Own,Single-family home,False,Suburban,Walking,22/01/2024,169
7756,0,1,1,0,68772,4,428,Poor,2,Damage,17/04/2023,Standard,0.37,4,True,Unknown,Medium,Moved,08/09/2023,63,256223,Unemployed,True,Own,Townhouse,False,Rural,Public transportation,06/04/2023,314
7757,0,1,1,1,92695,7,951,Excellent,4,Damage,04/03/2024,Conflicting,0.5,7,False,Fragile,High,Marriage,14/06/2023,50,69912,Unemployed,True,Own,Apartment,True,Urban,Public transportation,18/11/2023,281
7758,1,1,1,0,43102,2,944,Average,0,Accident,12/05/2023,,,7,False,Unknown,High,Moved,11/11/2024,35,74716,Unemployed,True,Own,Apartment,False,Suburban,Public transportation,22/01/2025,103
7759,1,1,0,0,45289,1,165,Poor,2,Accident,20/07/2024,Standard,0.01,3,False,Medium,High,Job Change,31/10/2023,24,197903,Unemployed,True,Rent,Single-family home,True,Suburban,Biking,27/02/2024,389
7760,0,0,1,1,91741,0,229,Average,0,Theft,28/10/2023,,,0,False,Good,Poor,Job Change,21/07/2024,18,74206,Unemployed,True,Own,Single-family home,True,Urban,Public transportation,16/02/2025,439
